date,location,city,state,lat,lng,candidate,year,candidate_party
2016-09-29,"Bedford, New Hampshire",Bedford,New Hampshire,42.9464737,-71.5159015,Trump,2016,Republican
2016-09-03,"Novi, Michigan",Novi,Michigan,42.48059,-83.4754913,Trump,2016,Republican
2016-10-01,"Manheim, Pennsylvania",Manheim,Pennsylvania,40.1637359,-76.3952429,Trump,2016,Republican
2016-10-03,"Loveland, Colorado",Loveland,Colorado,40.385549,-105.04436132094956,Trump,2016,Republican
2016-10-03,"Pueblo, Colorado",Pueblo,Colorado,38.263995,-104.6141867,Trump,2016,Republican
2016-10-03,"Herndon, Virginia",Herndon,Virginia,38.9695316,-77.3859479,Trump,2016,Republican
2016-10-04,"Prescott Valley, Arizona",Prescott Valley,Arizona,34.5950776,-112.3338634,Trump,2016,Republican
2016-10-05,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194,Trump,2016,Republican
2016-10-06,"Sandown, New Hampshire",Sandown,New Hampshire,42.928698,-71.1870053,Trump,2016,Republican
2016-10-01,"Ambridge, Pennsylvania",Ambridge,Pennsylvania,40.586438,-80.2273615,Trump,2016,Republican
2016-10-01,"Wilkes-Barre, Pennsylvania",Wilkes-Barre,Pennsylvania,41.2464824,-75.8817316,Trump,2016,Republican
2016-10-11,"Panama City, Florida",Panama City,Florida,30.1586518,-85.6602936,Trump,2016,Republican
2016-10-12,"Lakeland, Florida",Lakeland,Florida,28.0394654,-81.9498042,Trump,2016,Republican
2016-10-12,"Ocala, Florida",Ocala,Florida,29.1871986,-82.1400923,Trump,2016,Republican
2016-10-13,"West Palm Beach, Florida",West Palm Beach,Florida,26.715364,-80.0532942,Trump,2016,Republican
2016-10-13,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602,Trump,2016,Republican
2016-10-13,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Trump,2016,Republican
2016-10-14,"Charlotte, North Carolina",Charlotte,North Carolina,35.2272086,-80.8430827,Trump,2016,Republican
2016-10-14,"Greensboro, North Carolina",Greensboro,North Carolina,36.0726355,-79.7919754,Trump,2016,Republican
2016-10-15,"Bangor, Maine",Bangor,Maine,44.8016255,-68.7713289,Trump,2016,Republican
2016-10-15,"Portsmouth, New Hampshire",Portsmouth,New Hampshire,43.0764436,-70.7573936,Trump,2016,Republican
2016-10-17,"Green Bay, Wisconsin",Green Bay,Wisconsin,44.5126379,-88.0125794,Trump,2016,Republican
2016-10-18,"Colorado Springs, Colorado",Colorado Springs,Colorado,38.8339578,-104.825348,Trump,2016,Republican
2016-10-18,"Grand Junction, Colorado",Grand Junction,Colorado,39.0672568,-108.56448,Trump,2016,Republican
2016-10-02,"Delaware, Ohio",Delaware,Ohio,40.2317686,-82.9651045,Trump,2016,Republican
2016-10-21,"Fletcher, North Carolina",Fletcher,North Carolina,35.4309336,-82.5011239,Trump,2016,Republican
2016-10-21,"Johnstown, Pennsylvania",Johnstown,Pennsylvania,40.3267407,-78.9219698,Trump,2016,Republican
2016-10-21,"Newtown, Pennsylvania",Newtown,Pennsylvania,40.6505909,-76.3479872,Trump,2016,Republican
2016-10-22,"Gettysburg, Pennsylvania",Gettysburg,Pennsylvania,39.8308973,-77.231012,Trump,2016,Republican
2016-10-22,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751,Trump,2016,Republican
2016-10-23,"Naples, Florida",Naples,Florida,26.1421976,-81.7942944,Trump,2016,Republican
2016-10-23,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772,Trump,2016,Republican
2016-10-24,"Boynton Beach, Florida",Boynton Beach,Florida,26.5256179,-80.0666026,Trump,2016,Republican
2016-10-24,"St. Augustine, Florida",St. Augustine,Florida,29.8946952,-81.3145395,Trump,2016,Republican
2016-10-24,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Trump,2016,Republican
2016-10-25,"Sanford, Florida",Sanford,Florida,28.8117345,-81.2680223,Trump,2016,Republican
2016-10-25,"Tallahasee, Florida",Tallahasee,Florida,NA,NA,Trump,2016,Republican
2016-10-26,"Washington, DC, District of Columbia","Washington, DC",District of Columbia,38.8950368,-77.0365427,Trump,2016,Republican
2016-10-26,"Charlotte, North Carolina",Charlotte,North Carolina,35.2272086,-80.8430827,Trump,2016,Republican
2016-10-26,"Kinston, North Carolina",Kinston,North Carolina,35.2626635,-77.5816353,Trump,2016,Republican
2016-10-27,"Geneva, Ohio",Geneva,Ohio,41.8052539,-80.9476206,Trump,2016,Republican
2016-10-27,"Springfield, Ohio",Springfield,Ohio,39.9234046,-83.810138,Trump,2016,Republican
2016-10-27,"Toledo, Ohio",Toledo,Ohio,41.6529143,-83.5378173,Trump,2016,Republican
2016-10-28,"Cedar Rapids, Iowa",Cedar Rapids,Iowa,41.9758872,-91.6704053,Trump,2016,Republican
2016-10-28,"Lisbon, Maine",Lisbon,Maine,43.9966919,-70.0606087,Trump,2016,Republican
2016-10-28,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891,Trump,2016,Republican
2016-10-29,"Phoenix, Arizona",Phoenix,Arizona,33.4484367,-112.074141,Trump,2016,Republican
2016-10-29,"Golden, Colorado",Golden,Colorado,39.7546349,-105.22058,Trump,2016,Republican
2016-10-03,"Greeley, Colorado",Greeley,Colorado,40.4233142,-104.7091322,Trump,2016,Republican
2016-10-03,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Trump,2016,Republican
2016-10-03,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985,Trump,2016,Republican
2016-10-31,"Grand Rapids, Michigan",Grand Rapids,Michigan,42.9632425,-85.6678639,Trump,2016,Republican
2016-10-31,"Warren, Michigan",Warren,Michigan,42.4932575,-83.0062746,Trump,2016,Republican
2016-11-01,"King of Prussia, Pennsylvania",King of Prussia,Pennsylvania,40.0908111,-75.3832484,Trump,2016,Republican
2016-11-01,"Eau Claire, Wisconsin",Eau Claire,Wisconsin,44.811349,-91.4984941,Trump,2016,Republican
2016-11-02,"Miami, Florida",Miami,Florida,25.7741728,-80.19362,Trump,2016,Republican
2016-11-02,"Orlando, Florida",Orlando,Florida,28.5421109,-81.3790304,Trump,2016,Republican
2016-11-02,"Pensacola, Florida",Pensacola,Florida,30.421309,-87.2169149,Trump,2016,Republican
2016-11-03,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651,Trump,2016,Republican
2016-11-03,"Concord, North Carolina",Concord,North Carolina,35.4094178,-80.5800049,Trump,2016,Republican
2016-11-03,"Selma, North Carolina",Selma,North Carolina,35.5365485,-78.2844435,Trump,2016,Republican
2016-11-04,"Atkinson, New Hampshire",Atkinson,New Hampshire,42.8384221,-71.1470037,Trump,2016,Republican
2016-11-04,"Wilmington, Ohio",Wilmington,Ohio,39.4453393,-83.8285375,Trump,2016,Republican
2016-11-04,"Hershey, Pennsylvania",Hershey,Pennsylvania,40.2854881,-76.6506001,Trump,2016,Republican
2016-11-05,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Trump,2016,Republican
2016-11-05,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Trump,2016,Republican
2016-11-05,"Reno, Nevada",Reno,Nevada,39.5261206,-119.8126581,Trump,2016,Republican
2016-11-05,"Wilmington, North Carolina",Wilmington,North Carolina,34.2257282,-77.9447107,Trump,2016,Republican
2016-11-06,"Sioux City, Iowa",Sioux City,Iowa,42.4966815,-96.4058782,Trump,2016,Republican
2016-11-06,"Sterling Heights, Michigan",Sterling Heights,Michigan,42.5803122,-83.0302033,Trump,2016,Republican
2016-11-06,"Minneapolis, Minnesota",Minneapolis,Minnesota,44.9772995,-93.2654692,Trump,2016,Republican
2016-11-06,"Moon Township, Pennsylvania",Moon Township,Pennsylvania,40.506100000000004,-80.2082,Trump,2016,Republican
2016-11-06,"Leesburg, Virginia",Leesburg,Virginia,39.1154506,-77.5645607,Trump,2016,Republican
2016-11-07,"Sarasota, Florida",Sarasota,Florida,27.3365805,-82.5308545,Trump,2016,Republican
2016-11-07,"Grand Rapids, Michigan",Grand Rapids,Michigan,42.9632425,-85.6678639,Trump,2016,Republican
2016-11-07,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891,Trump,2016,Republican
2016-11-07,"Raleigh, North Carolina",Raleigh,North Carolina,35.7803977,-78.6390989,Trump,2016,Republican
2016-11-07,"Scranton, Pennsylvania",Scranton,Pennsylvania,41.4086874,-75.6621294,Trump,2016,Republican
2012-09-01,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651,Romney,2012,Republican
2012-09-01,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602,Romney,2012,Republican
2012-09-05,"West Lebanon, New Hampshire",West Lebanon,New Hampshire,43.6482811,-72.3102794,Romney,2012,Republican
2012-09-06,"Concord, New Hampshire",Concord,New Hampshire,43.207178,-71.537476,Romney,2012,Republican
2012-09-07,"Orange City, Iowa",Orange City,Iowa,43.0072424,-96.0583138,Romney,2012,Republican
2012-09-07,"Nashua, New Hampshire",Nashua,New Hampshire,42.7656251,-71.4677032,Romney,2012,Republican
2012-09-08,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428,Romney,2012,Republican
2012-09-08,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751,Romney,2012,Republican
2012-09-01,"Mansfield, Ohio",Mansfield,Ohio,40.75839,-82.5154471,Romney,2012,Republican
2012-09-12,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651,Romney,2012,Republican
2012-09-13,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849,Romney,2012,Republican
2012-09-14,"Painesville, Ohio",Painesville,Ohio,41.7244885,-81.245657,Romney,2012,Republican
2012-09-16,"Kansas City, Missouri",Kansas City,Missouri,39.100105,-94.5781416,Romney,2012,Republican
2012-09-19,"Miami, Florida",Miami,Florida,25.7741728,-80.19362,Romney,2012,Republican
2012-09-02,"Sarasota, Florida",Sarasota,Florida,27.3365805,-82.5308545,Romney,2012,Republican
2012-09-21,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Romney,2012,Republican
2012-09-23,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Romney,2012,Republican
2012-09-24,"Pueblo, Colorado",Pueblo,Colorado,38.263995,-104.6141867,Romney,2012,Republican
2012-09-25,"Vandalia, Ohio",Vandalia,Ohio,39.8906122,-84.1988308,Romney,2012,Republican
2012-09-26,"Bedford Heights, Ohio",Bedford Heights,Ohio,41.4143826,-81.5061146,Romney,2012,Republican
2012-09-26,"Swanton, Ohio",Swanton,Ohio,41.5906822,-83.8931809,Romney,2012,Republican
2012-09-26,"Toledo, Ohio",Toledo,Ohio,41.6529143,-83.5378173,Romney,2012,Republican
2012-09-26,"Westerville, Ohio",Westerville,Ohio,40.126139,-82.9295287,Romney,2012,Republican
2012-09-27,"Springfield, Virginia",Springfield,Virginia,38.7767435,-77.1807019310668,Romney,2012,Republican
2012-09-28,"Radnor Township, Pennsylvania",Radnor Township,Pennsylvania,40.02897395,-75.36802874885015,Romney,2012,Republican
2012-10-01,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Romney,2012,Republican
2012-10-02,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Romney,2012,Republican
2012-10-04,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Romney,2012,Republican
2012-10-04,"Fishersville, Virginia",Fishersville,Virginia,38.098961,-78.98593583061749,Romney,2012,Republican
2012-10-05,"St. Petersburg, Florida",St. Petersburg,Florida,27.7700475,-82.6359078,Romney,2012,Republican
2012-10-05,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Romney,2012,Republican
2012-10-05,"Abingdon, Virginia",Abingdon,Virginia,36.7104018,-81.975249,Romney,2012,Republican
2012-10-06,"Apopka, Florida",Apopka,Florida,28.678013,-81.511398,Romney,2012,Republican
2012-10-07,"Port St. Lucie, Florida",Port St. Lucie,Florida,27.2939333,-80.3503283,Romney,2012,Republican
2012-10-08,"Fairfield, Virginia",Fairfield,Virginia,37.8792991,-79.2894784,Romney,2012,Republican
2012-10-08,"Lexington, Virginia",Lexington,Virginia,37.7840208,-79.4428157,Romney,2012,Republican
2012-10-08,"Newport News, Virginia",Newport News,Virginia,37.0914429,-76.5213892,Romney,2012,Republican
2012-10-09,"Van Meter, Iowa",Van Meter,Iowa,41.5332166,-93.9548406,Romney,2012,Republican
2012-10-09,"Cuyahoga Falls, Ohio",Cuyahoga Falls,Ohio,41.1362729,-81.4828123,Romney,2012,Republican
2012-10-01,"Delaware, Ohio",Delaware,Ohio,40.2317686,-82.9651045,Romney,2012,Republican
2012-10-01,"Mount Vernon, Ohio",Mount Vernon,Ohio,40.3933956,-82.4857181,Romney,2012,Republican
2012-10-01,"Sidney, Ohio",Sidney,Ohio,40.284241,-84.1555267,Romney,2012,Republican
2012-10-11,"Asheville, North Carolina",Asheville,North Carolina,35.595363,-82.5508407,Romney,2012,Republican
2012-10-12,"Gahanna, Ohio",Gahanna,Ohio,40.0195625,-82.8791363,Romney,2012,Republican
2012-10-12,"Lancaster, Ohio",Lancaster,Ohio,39.7136754,-82.5993294,Romney,2012,Republican
2012-10-12,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428,Romney,2012,Republican
2012-10-13,"Lebanon, Ohio",Lebanon,Ohio,39.4353373,-84.2029922,Romney,2012,Republican
2012-10-13,"Portsmouth, Ohio",Portsmouth,Ohio,38.7345374,-82.9962742,Romney,2012,Republican
2012-10-17,"Chesapeake, Virginia",Chesapeake,Virginia,36.7168315,-76.2494453,Romney,2012,Republican
2012-10-17,"Leesburg, Virginia",Leesburg,Virginia,39.1154506,-77.5645607,Romney,2012,Republican
2012-10-19,"Daytona Beach, Florida",Daytona Beach,Florida,29.2108147,-81.0228331,Romney,2012,Republican
2012-10-21,"Delray Beach, Florida",Delray Beach,Florida,26.4614625,-80.0728201,Romney,2012,Republican
2012-10-23,"Morrison, Colorado",Morrison,Colorado,39.6535988,-105.191099,Romney,2012,Republican
2012-10-23,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194,Romney,2012,Republican
2012-10-24,"Cedar Rapids, Iowa",Cedar Rapids,Iowa,41.9758872,-91.6704053,Romney,2012,Republican
2012-10-24,"Reno, Nevada",Reno,Nevada,39.5261206,-119.8126581,Romney,2012,Republican
2012-10-25,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602,Romney,2012,Republican
2012-10-25,"Defiance, Ohio",Defiance,Ohio,41.3203058,-84.5084835,Romney,2012,Republican
2012-10-25,"Worthington, Ohio",Worthington,Ohio,40.0930945,-83.0179593,Romney,2012,Republican
2012-10-26,"Ames, Iowa",Ames,Iowa,42.0267567,-93.6170448,Romney,2012,Republican
2012-10-26,"North Canton, Ohio",North Canton,Ohio,40.875891,-81.4023356,Romney,2012,Republican
2012-10-27,"Kissimmee, Florida",Kissimmee,Florida,28.2918995,-81.4075838,Romney,2012,Republican
2012-10-27,"Land O'Lakes, Florida",Land O'Lakes,Florida,28.2144905,-82.44559288497652,Romney,2012,Republican
2012-10-27,"Pensacola, Florida",Pensacola,Florida,30.421309,-87.2169149,Romney,2012,Republican
2012-10-28,"Celina, Ohio",Celina,Ohio,40.5489358,-84.5702338,Romney,2012,Republican
2012-10-28,"Findlay, Ohio",Findlay,Ohio,41.0413873,-83.6503982,Romney,2012,Republican
2012-10-28,"Marion, Ohio",Marion,Ohio,40.5885271,-83.1895249,Romney,2012,Republican
2012-10-29,"Davenport, Iowa",Davenport,Iowa,41.5235808,-90.5770967,Romney,2012,Republican
2012-10-29,"Avon Lake, Ohio",Avon Lake,Ohio,41.510033,-82.0185895,Romney,2012,Republican
2012-10-03,"Kettering, Ohio",Kettering,Ohio,39.6895036,-84.1688274,Romney,2012,Republican
2012-10-31,"Coral Gables, Florida",Coral Gables,Florida,25.7331105,-80.2585107,Romney,2012,Republican
2012-10-31,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651,Romney,2012,Republican
2012-10-31,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Romney,2012,Republican
2012-11-01,"Doswell, Virginia",Doswell,Virginia,37.8601402,-77.4641492,Romney,2012,Republican
2012-11-01,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428,Romney,2012,Republican
2012-11-01,"Roanoke, Virginia",Roanoke,Virginia,37.270973,-79.9414313,Romney,2012,Republican
2012-11-01,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751,Romney,2012,Republican
2012-11-02,"Etna, Ohio",Etna,Ohio,39.957562,-82.6819548,Romney,2012,Republican
2012-11-02,"West Chester Township, Ohio",West Chester Township,Ohio,39.3357398,-84.41557411264533,Romney,2012,Republican
2012-11-02,"West Allis, Wisconsin",West Allis,Wisconsin,43.0166806,-88.0070315,Romney,2012,Republican
2012-11-03,"Colorado Springs, Colorado",Colorado Springs,Colorado,38.8339578,-104.825348,Romney,2012,Republican
2012-11-03,"Englewood, Colorado",Englewood,Colorado,39.6482059,-104.9879641,Romney,2012,Republican
2012-11-03,"Dubuque, Iowa",Dubuque,Iowa,42.5006243,-90.6647985,Romney,2012,Republican
2012-11-03,"Newington, New Hampshire",Newington,New Hampshire,43.100482,-70.834351,Romney,2012,Republican
2012-11-04,"Des Moines, Iowa",Des Moines,Iowa,41.5868654,-93.6249494,Romney,2012,Republican
2012-11-04,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772,Romney,2012,Republican
2012-11-04,"Yardley, Pennsylvania",Yardley,Pennsylvania,40.245664,-74.8459972,Romney,2012,Republican
2012-11-04,"Newport News, Virginia",Newport News,Virginia,37.0914429,-76.5213892,Romney,2012,Republican
2012-11-05,"Sanford, Florida",Sanford,Florida,28.8117345,-81.2680223,Romney,2012,Republican
2012-11-05,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891,Romney,2012,Republican
2012-11-05,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Romney,2012,Republican
2012-11-05,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849,Romney,2012,Republican
2012-11-05,"Lynchburg, Virginia",Lynchburg,Virginia,37.4137536,-79.1422464,Romney,2012,Republican
2012-11-06,"Richmond Heights, Ohio",Richmond Heights,Ohio,41.552829,-81.510121,Romney,2012,Republican
2012-11-06,"Green Tree, Pennsylvania",Green Tree,Pennsylvania,40.4162501,-80.0541911,Romney,2012,Republican
2012-09-01,"Sioux City, Iowa",Sioux City,Iowa,42.4966815,-96.4058782,Obama,2012,Democrat
2012-09-01,"Urbandale, Iowa",Urbandale,Iowa,41.6274511,-93.7380243,Obama,2012,Democrat
2012-09-02,"Boulder, Colorado",Boulder,Colorado,40.0149856,-105.270545,Obama,2012,Democrat
2012-09-03,"Toledo, Ohio",Toledo,Ohio,41.6529143,-83.5378173,Obama,2012,Democrat
2012-09-04,"Norfolk, Virginia",Norfolk,Virginia,36.8493695,-76.2899539,Obama,2012,Democrat
2012-09-07,"Iowa City, Iowa",Iowa City,Iowa,41.6683126,-91.57952674093114,Obama,2012,Democrat
2012-09-07,"Portsmouth, New Hampshire",Portsmouth,New Hampshire,43.0764436,-70.7573936,Obama,2012,Democrat
2012-09-08,"Kissimmee, Florida",Kissimmee,Florida,28.2918995,-81.4075838,Obama,2012,Democrat
2012-09-08,"Seminole, Florida",Seminole,Florida,28.7225829,-81.2353683,Obama,2012,Democrat
2012-09-08,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Obama,2012,Democrat
2012-09-08,"Windermere, Florida",Windermere,Florida,28.4944695,-81.5345547,Obama,2012,Democrat
2012-09-09,"Cocoa, Florida",Cocoa,Florida,28.3556635,-80.7325345,Obama,2012,Democrat
2012-09-09,"Fort Pierce, Florida",Fort Pierce,Florida,27.4467056,-80.3256056,Obama,2012,Democrat
2012-09-09,"Melbourne, Florida",Melbourne,Florida,28.0785034,-80.6077908,Obama,2012,Democrat
2012-09-09,"Port St. Lucie, Florida",Port St. Lucie,Florida,27.2939333,-80.3503283,Obama,2012,Democrat
2012-09-09,"West Palm Beach, Florida",West Palm Beach,Florida,26.715364,-80.0532942,Obama,2012,Democrat
2012-09-12,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Obama,2012,Democrat
2012-09-13,"Golden, Colorado",Golden,Colorado,39.7546349,-105.22058,Obama,2012,Democrat
2012-09-17,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602,Obama,2012,Democrat
2012-09-17,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Obama,2012,Democrat
2012-09-02,"Miami, Florida",Miami,Florida,25.7741728,-80.19362,Obama,2012,Democrat
2012-09-21,"Woodbridge, Virginia",Woodbridge,Virginia,38.6361522,-77.26783643627006,Obama,2012,Democrat
2012-09-22,"Milwaukee, Wisconsin",Milwaukee,Wisconsin,43.0386475,-87.9090751,Obama,2012,Democrat
2012-09-26,"Bowling Green, Ohio",Bowling Green,Ohio,41.3747744,-83.6513229,Obama,2012,Democrat
2012-09-26,"Kent, Ohio",Kent,Ohio,41.1513108,-81.3578047,Obama,2012,Democrat
2012-09-27,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751,Obama,2012,Democrat
2012-09-03,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Obama,2012,Democrat
2012-10-01,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194,Obama,2012,Democrat
2012-10-04,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Obama,2012,Democrat
2012-10-04,"Madison, Wisconsin",Madison,Wisconsin,43.074761,-89.3837613,Obama,2012,Democrat
2012-10-05,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772,Obama,2012,Democrat
2012-10-05,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849,Obama,2012,Democrat
2012-10-09,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Obama,2012,Democrat
2012-10-11,"Coral Gables, Florida",Coral Gables,Florida,25.7331105,-80.2585107,Obama,2012,Democrat
2012-10-14,"Williamsburg, Virginia",Williamsburg,Virginia,37.2708788,-76.7074042,Obama,2012,Democrat
2012-10-17,"Mount Vernon, Iowa",Mount Vernon,Iowa,41.9222443,-91.4171209,Obama,2012,Democrat
2012-10-17,"Athens, Ohio",Athens,Ohio,39.3289242,-82.1012479,Obama,2012,Democrat
2012-10-18,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891,Obama,2012,Democrat
2012-10-19,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849,Obama,2012,Democrat
2012-10-23,"Delray Beach, Florida",Delray Beach,Florida,26.4614625,-80.0728201,Obama,2012,Democrat
2012-10-23,"Dayton, Ohio",Dayton,Ohio,39.7589478,-84.1916069,Obama,2012,Democrat
2012-10-24,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Obama,2012,Democrat
2012-10-24,"Davenport, Iowa",Davenport,Iowa,41.5235808,-90.5770967,Obama,2012,Democrat
2012-10-24,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Obama,2012,Democrat
2012-10-25,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Obama,2012,Democrat
2012-10-25,"Chicago, Illinois",Chicago,Illinois,41.8755616,-87.6244212,Obama,2012,Democrat
2012-10-25,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772,Obama,2012,Democrat
2012-10-25,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428,Obama,2012,Democrat
2012-10-27,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891,Obama,2012,Democrat
2012-10-27,"Merrimack, New Hampshire",Merrimack,New Hampshire,43.3260376,-71.6854725,Obama,2012,Democrat
2012-10-27,"Nashua, New Hampshire",Nashua,New Hampshire,42.7656251,-71.4677032,Obama,2012,Democrat
2012-10-28,"Orlando, Florida",Orlando,Florida,28.5421109,-81.3790304,Obama,2012,Democrat
2012-11-01,"Boulder, Colorado",Boulder,Colorado,40.0149856,-105.270545,Obama,2012,Democrat
2012-11-01,"North Las Vegas, Nevada",North Las Vegas,Nevada,36.2005843,-115.121584,Obama,2012,Democrat
2012-11-01,"Green Bay, Wisconsin",Green Bay,Wisconsin,44.5126379,-88.0125794,Obama,2012,Democrat
2012-11-02,"Hilliard, Ohio",Hilliard,Ohio,40.033814,-83.1596108,Obama,2012,Democrat
2012-11-02,"Lima, Ohio",Lima,Ohio,40.741735,-84.1156539566922,Obama,2012,Democrat
2012-11-02,"Springfield, Ohio",Springfield,Ohio,39.9234046,-83.810138,Obama,2012,Democrat
2012-11-03,"Dubuque, Iowa",Dubuque,Iowa,42.5006243,-90.6647985,Obama,2012,Democrat
